incident_id,threat_id,asset_id,employee_id,detection_time,status,time_to_resolve_hours,data_breached_gb,financial_impact_k
2515,5,40,10,2021-12-27 12:50:31.560393,Resolved,111,41.08,1643.53
2516,1,22,8,2023-10-20 10:24:19.560393,Resolved,19,6.82,145.76
2517,1,8,13,2020-11-27 17:25:36.560393,Resolved,32,7.64,275.51
2518,2,16,9,2020-08-22 05:19:21.560393,Resolved,95,0.0,28.6
2519,2,9,10,2025-05-25 02:50:37.560393,Resolved,25,0.0,33.5
2520,1,7,13,2021-09-13 06:08:06.560393,Closed,36,0.0,19.5
2521,2,44,11,2024-02-25 00:26:29.560393,Resolved,27,0.0,75.56
2522,1,2,6,2022-10-20 17:58:39.560393,Resolved,18,0.0,11.63
2523,1,7,3,2023-09-13 03:05:09.560393,Resolved,20,0.0,16.3
2524,1,9,13,2024-03-15 23:48:59.560393,Resolved,9,0.0,14.09
2525,4,16,6,2022-11-16 04:28:11.560393,Resolved,61,73.66,1060.99
2526,2,14,12,2021-12-28 09:33:01.560393,Resolved,10,0.0,26.17
2527,5,9,6,2021-09-02 18:20:25.560393,Resolved,33,0.0,19.27
2528,1,35,15,2024-10-20 12:16:45.560393,Resolved,24,16.0,412.23
2529,1,9,8,2023-04-25 11:03:04.560393,Resolved,22,0.0,33.98
2530,2,14,15,2023-11-20 06:57:13.560393,Closed,22,0.0,34.07
2531,5,28,2,2021-06-17 14:25:39.560393,Closed,555,15.31,489.97
2532,2,23,9,2024-09-10 03:05:09.560393,Resolved,93,0.0,62.76
2533,4,24,8,2021-06-09 21:41:31.560393,Closed,167,0.0,26.82
2534,2,13,15,2023-09-01 15:48:41.560393,Resolved,89,13.37,189.88
2535,1,13,15,2025-07-13 04:01:23.560393,Resolved,76,2.18,64.19
2536,4,29,2,2020-08-10 15:46:38.560393,Resolved,109,0.0,81.5
2537,3,26,9,2021-07-01 03:25:59.560393,Resolved,60,80.6,2261.76
2538,2,14,12,2024-05-29 10:48:57.560393,Resolved,136,0.0,35.69
2539,2,29,4,2024-09-13 04:15:52.560393,Resolved,35,0.0,30.87
2540,1,11,4,2025-05-31 16:51:10.560393,Resolved,84,0.0,17.98
2541,1,23,11,2024-07-24 22:19:03.560393,Resolved,49,0.0,17.29
2542,1,12,4,2024-02-18 21:19:59.560393,Resolved,42,25.08,1863.54
2543,2,9,13,2021-08-06 05:45:31.560393,Resolved,26,0.0,19.98
2544,2,40,9,2023-04-22 20:10:30.560393,Resolved,139,0.0,17.12
2545,2,10,8,2021-08-29 16:44:50.560393,Resolved,43,0.0,20.39
2546,2,49,15,2024-12-01 16:57:50.560393,Closed,24,0.0,30.68
2547,3,31,12,2024-11-16 08:03:54.560393,Resolved,10,44.48,1255.43
2548,3,6,1,2024-06-23 13:05:24.560393,Resolved,8,179.82,3100.21
2549,3,45,8,2024-02-12 21:28:26.560393,Closed,34,166.85,1827.29
2550,2,34,7,2024-10-13 03:54:20.560393,Resolved,147,69.38,965.07
2551,3,11,1,2020-12-06 07:13:37.560393,Closed,11,14.85,186.48
2552,2,25,8,2024-08-20 21:03:52.560393,Resolved,86,0.0,26.28
2553,2,6,11,2020-11-21 15:19:16.560393,Investigating,8,286.1,7434.0
2554,1,26,1,2021-11-14 03:22:51.560393,Resolved,33,0.0,8.67
2555,5,4,8,2021-02-27 03:20:37.560393,Resolved,229,19.17,538.34
2556,3,21,3,2021-03-15 23:39:56.560393,Resolved,11,38.34,724.97
2557,4,18,9,2022-01-27 20:55:15.560393,Resolved,191,22.37,676.1
2558,1,43,8,2022-01-21 00:44:04.560393,Closed,95,24.34,159.68
2559,1,40,11,2023-09-13 22:03:41.560393,Resolved,15,5.45,105.8
2560,2,28,6,2020-12-11 14:19:40.560393,Resolved,89,0.0,9.4
2561,1,26,6,2022-08-08 18:54:41.560393,Investigating,35,23.52,970.37
2562,2,35,13,2024-11-29 17:13:12.560393,Closed,20,0.0,26.56
2563,2,17,1,2020-11-20 01:41:00.560393,Resolved,269,38.17,553.01
2564,4,12,12,2022-02-11 18:59:25.560393,Resolved,5,33.71,1311.73
2565,1,41,8,2022-12-21 03:26:04.560393,Resolved,17,4.03,55.49
2566,1,49,1,2024-09-30 12:12:03.560393,Resolved,25,0.0,10.63
2567,1,9,9,2022-05-19 01:12:41.560393,Resolved,29,0.0,9.55
2568,1,48,1,2023-02-19 02:21:54.560393,Resolved,24,0.0,26.46
2569,2,25,9,2020-10-01 15:40:42.560393,Resolved,168,0.0,23.26
2570,2,46,6,2022-09-05 04:16:58.560393,Resolved,7,49.64,691.97
2571,5,31,10,2022-03-23 23:10:49.560393,Resolved,312,10.28,294.55
2572,4,33,7,2023-11-04 21:53:30.560393,Resolved,22,0.0,50.37
2573,2,31,3,2024-08-27 09:55:49.560393,Resolved,70,105.6,1645.1
2574,2,47,14,2024-09-13 13:18:10.560393,Resolved,145,1.25,66.7
2575,1,26,7,2021-08-27 18:18:37.560393,Closed,14,0.0,10.98
2576,2,20,11,2024-09-01 11:49:17.560393,Closed,286,0.0,28.38
2577,3,39,9,2021-12-13 18:18:55.560393,Resolved,244,62.02,2700.56
2578,1,14,14,2025-01-20 05:17:14.560393,Resolved,181,0.0,18.56
2579,1,13,7,2021-03-20 21:30:07.560393,Resolved,49,0.0,12.58
2580,2,7,1,2023-10-07 17:32:01.560393,Resolved,100,0.0,28.11
2581,5,45,8,2020-10-12 11:59:38.560393,Resolved,296,59.99,1453.23
2582,2,2,1,2022-04-14 08:49:22.560393,Closed,41,36.93,979.65
2583,3,47,14,2024-12-01 09:39:36.560393,Resolved,108,0.0,33.96
2584,3,4,15,2023-07-14 02:34:38.560393,Resolved,52,0.0,20.65
2585,1,44,8,2025-04-29 23:07:09.560393,Resolved,18,0.0,20.9
2586,2,48,8,2025-02-26 20:23:25.560393,Resolved,312,0.0,19.24
2587,5,9,12,2020-09-28 07:09:42.560393,Closed,35,0.0,42.93
2588,2,8,14,2021-11-07 15:00:15.560393,Resolved,25,30.69,1707.11
2589,2,48,8,2023-06-16 08:08:57.560393,Resolved,41,0.0,96.92
2590,1,24,1,2021-11-28 18:44:24.560393,Closed,73,0.0,14.02
2591,1,26,3,2024-12-16 23:21:25.560393,Resolved,12,138.44,2753.96
2592,2,33,5,2024-11-29 20:44:53.560393,Resolved,51,0.0,36.26
2593,2,13,1,2021-02-08 08:45:41.560393,Resolved,33,0.0,15.26
2594,2,37,6,2021-01-31 04:58:26.560393,Resolved,309,0.0,17.56
2595,1,14,11,2022-07-28 14:40:48.560393,Resolved,17,0.0,8.96
2596,2,43,1,2023-07-02 02:51:22.560393,Resolved,55,91.99,4993.38
2597,2,33,2,2020-08-30 08:53:55.560393,Resolved,193,0.0,10.11
2598,1,16,8,2023-06-11 16:01:00.560393,Resolved,134,5.39,186.02
2599,5,44,11,2022-02-10 14:35:15.560393,Resolved,226,9.67,131.62
2600,3,44,2,2021-10-18 03:57:27.560393,Resolved,875,7.81,166.94
2601,3,4,5,2022-01-06 01:56:46.560393,Resolved,90,33.69,274.35
2602,3,4,9,2025-06-16 20:59:58.560393,Resolved,11,0.0,67.02
2603,2,5,3,2020-12-05 01:27:11.560393,Resolved,31,0.0,37.75
2604,2,7,14,2023-03-28 09:49:54.560393,Resolved,29,0.0,18.56
2605,5,37,7,2022-05-15 02:04:06.560393,Resolved,42,0.0,19.25
2606,1,20,7,2022-04-15 10:35:43.560393,Resolved,16,14.93,575.15
2607,1,18,7,2021-06-12 03:25:23.560393,Resolved,30,36.48,1179.98
2608,5,30,5,2023-06-04 05:52:16.560393,Closed,35,0.0,23.87
2609,1,49,11,2024-09-27 23:36:33.560393,Closed,31,0.0,11.77
2610,1,46,12,2024-02-21 02:36:06.560393,Resolved,33,0.0,8.1
2611,1,25,15,2023-07-11 05:37:22.560393,Resolved,12,0.0,11.42
2612,2,33,14,2020-11-30 16:47:34.560393,Resolved,221,1.73,43.54
2613,4,50,1,2023-09-12 18:32:48.560393,Resolved,91,118.53,2656.88
2614,1,37,15,2023-01-07 11:28:36.560393,Resolved,188,0.0,30.23
2615,2,28,1,2024-08-08 04:30:42.560393,Closed,119,0.0,40.91
2616,1,12,14,2021-07-17 23:56:28.560393,Resolved,20,0.0,25.06
2617,2,14,6,2021-03-20 23:58:40.560393,Resolved,39,3.19,71.45
2618,2,13,14,2025-06-11 04:58:55.560393,Resolved,55,13.53,201.57
2619,2,30,13,2020-11-20 21:07:30.560393,Resolved,52,0.0,24.63
2620,3,20,2,2023-06-11 22:26:35.560393,Resolved,67,38.01,916.11
2621,1,30,4,2022-12-24 21:11:39.560393,Resolved,146,0.0,9.19
2622,3,19,10,2025-04-29 20:01:08.560393,Resolved,10,0.0,58.8
2623,1,36,8,2022-08-11 07:32:46.560393,Resolved,18,0.0,15.58
2624,2,27,8,2023-06-10 20:13:11.560393,Resolved,51,7.63,106.24
2625,3,40,13,2023-01-22 02:06:08.560393,Resolved,70,0.0,56.99
2626,1,28,9,2021-07-09 16:16:37.560393,Resolved,29,4.93,125.97
2627,2,28,8,2024-08-09 23:03:47.560393,Resolved,61,0.0,24.85
2628,1,13,10,2021-06-07 15:58:24.560393,Closed,84,0.0,17.27
2629,1,40,1,2021-10-27 00:58:11.560393,Resolved,39,0.0,25.48
2630,1,31,15,2021-04-07 21:52:34.560393,Resolved,70,0.0,6.72
2631,5,32,8,2023-05-12 19:34:29.560393,Resolved,129,0.0,25.72
2632,2,40,8,2025-07-24 06:10:07.560393,Investigating,90,0.0,24.19
2633,1,12,3,2024-03-29 08:51:27.560393,Resolved,14,0.0,29.9
2634,2,17,6,2023-07-24 23:50:20.560393,Resolved,313,0.0,38.84
2635,1,42,14,2022-05-02 17:49:24.560393,Resolved,17,0.0,14.86
2636,1,35,8,2021-09-22 11:00:46.560393,Resolved,94,0.0,9.61
2637,1,47,8,2022-10-15 04:11:46.560393,Resolved,22,0.0,12.94
2638,3,23,6,2021-05-19 06:20:47.560393,Closed,26,22.22,276.68
2639,5,44,8,2024-01-08 11:55:36.560393,Resolved,931,4.48,180.65
2640,1,41,7,2023-12-22 03:08:57.560393,Resolved,53,0.0,10.58
2641,2,16,9,2024-07-03 09:46:39.560393,Closed,18,13.78,240.01
2642,4,30,9,2023-10-30 13:09:04.560393,Resolved,61,15.71,327.66
2643,1,19,13,2022-11-30 12:47:02.560393,Resolved,13,0.0,15.14
2644,1,22,4,2024-01-27 20:02:09.560393,Resolved,190,2.21,56.19
2645,1,7,10,2023-07-16 05:04:33.560393,Closed,94,0.0,9.68
2646,1,44,5,2022-09-15 01:30:14.560393,Resolved,46,0.0,17.91
2647,1,28,15,2022-04-21 02:06:52.560393,Resolved,9,0.0,16.63
2648,3,10,6,2020-12-26 12:54:06.560393,Resolved,26,0.0,51.73
2649,2,1,2,2024-07-19 04:25:18.560393,Resolved,92,5.15,128.43
2650,1,10,8,2020-09-13 19:37:38.560393,Resolved,53,0.0,12.5
2651,3,44,13,2021-01-09 00:32:11.560393,Resolved,101,29.73,1102.23
2652,1,11,10,2022-11-17 02:43:53.560393,Resolved,25,0.0,11.27
2653,1,29,14,2022-09-27 04:35:45.560393,Closed,27,0.0,8.75
2654,3,5,14,2024-11-15 05:44:06.560393,Resolved,107,12.46,246.19
2655,4,45,8,2024-03-01 01:14:48.560393,Resolved,161,29.53,382.22
2656,2,37,3,2020-09-03 04:52:58.560393,Resolved,19,0.0,40.27
2657,1,45,5,2024-08-13 05:22:52.560393,Resolved,283,0.0,13.07
2658,1,37,8,2021-11-13 17:10:59.560393,Resolved,22,0.0,45.31
2659,1,34,13,2024-03-03 11:45:59.560393,Resolved,61,11.32,656.27
2660,2,6,15,2023-12-07 03:22:54.560393,Resolved,21,79.63,1229.22
2661,4,34,5,2024-07-06 11:31:19.560393,Resolved,51,12.91,355.57
2662,1,6,10,2021-04-07 14:42:51.560393,Investigating,13,0.0,30.22
2663,2,49,14,2025-03-23 20:08:51.560393,Closed,33,0.0,23.62
2664,1,20,9,2021-02-07 11:50:17.560393,Resolved,88,56.77,1369.69
2665,1,26,5,2021-05-16 14:21:23.560393,Closed,17,0.0,22.09
2666,2,29,3,2023-04-04 10:48:47.560393,Resolved,71,0.0,69.78
2667,2,4,5,2022-01-09 17:26:03.560393,Resolved,23,4.36,111.07
2668,2,13,12,2022-12-30 22:02:46.560393,Resolved,14,0.0,43.84
2669,2,45,1,2020-12-15 03:47:41.560393,Closed,546,54.51,2122.66
2670,2,10,11,2024-02-26 20:53:31.560393,Resolved,490,0.0,67.49
2671,2,11,8,2022-08-07 19:00:57.560393,Closed,25,0.0,17.58
2672,1,20,12,2025-03-31 04:04:14.560393,Resolved,44,28.84,929.68
2673,3,19,6,2022-06-24 16:25:41.560393,Closed,46,0.0,50.21
2674,2,22,1,2023-09-30 08:38:38.560393,Resolved,28,0.0,57.7
2675,1,21,8,2025-02-26 06:01:20.560393,Resolved,42,0.0,11.17
2676,1,40,8,2020-10-15 17:11:44.560393,Resolved,68,42.55,683.55
2677,5,11,6,2023-12-03 20:28:00.560393,Closed,16,0.0,22.91
2678,2,49,4,2024-06-21 13:01:16.560393,Resolved,29,0.0,28.69
2679,5,10,4,2024-04-11 16:48:30.560393,Resolved,159,2.69,99.81
2680,1,42,1,2020-10-29 11:55:26.560393,Resolved,32,0.0,38.21
2681,1,2,7,2020-10-25 06:00:25.560393,Resolved,21,52.03,1121.01
2682,1,35,13,2024-04-17 04:50:48.560393,Resolved,9,0.0,14.82
2683,2,27,15,2024-06-19 06:41:23.560393,Resolved,27,14.06,307.33
2684,1,3,10,2021-11-16 14:35:31.560393,Resolved,38,0.0,4.78
2685,3,21,10,2024-08-28 22:35:38.560393,Resolved,709,10.65,295.13
2686,1,49,1,2023-10-14 19:51:14.560393,Resolved,95,2.51,228.07
2687,3,28,8,2023-09-08 14:07:15.560393,Investigating,87,9.0,146.49
2688,4,21,5,2022-06-28 10:45:33.560393,Resolved,74,27.25,738.04
2689,1,2,7,2021-10-05 11:29:35.560393,Resolved,63,5.51,67.49
2690,1,48,8,2021-05-06 11:34:56.560393,Resolved,25,0.0,23.51
2691,1,28,5,2020-09-04 18:06:05.560393,Investigating,19,3.26,64.05
2692,1,10,6,2025-01-26 18:55:13.560393,Closed,34,7.92,210.75
2693,1,24,1,2022-07-08 15:13:53.560393,Closed,61,0.0,9.22
2694,1,38,9,2024-04-25 08:31:03.560393,Closed,128,3.6,28.16
2695,5,14,6,2024-01-11 01:39:57.560393,Resolved,8,11.56,167.58
2696,1,43,3,2025-05-03 21:27:24.560393,Resolved,167,0.0,7.29
2697,1,18,6,2021-10-16 18:00:22.560393,Resolved,18,12.16,222.16
2698,1,1,3,2023-10-21 20:29:08.560393,Resolved,142,0.0,17.73
2699,2,5,5,2023-08-22 23:55:37.560393,Resolved,160,25.81,369.76
2700,1,14,8,2020-10-27 20:56:48.560393,Resolved,11,8.64,288.45
2701,1,45,7,2020-10-17 01:29:41.560393,Resolved,75,0.0,38.06
2702,3,44,12,2023-05-23 03:07:22.560393,Resolved,62,12.14,236.52
2703,1,28,6,2024-04-24 10:03:39.560393,Resolved,46,0.0,8.69
2704,2,32,1,2024-03-29 06:28:45.560393,Resolved,4,23.5,984.39
2705,2,3,6,2024-11-14 19:32:11.560393,Closed,70,0.0,41.07
2706,1,47,1,2023-05-20 03:28:49.560393,Resolved,227,0.0,15.88
2707,2,3,8,2023-01-06 13:58:31.560393,Resolved,153,92.04,1776.22
2708,3,10,5,2022-06-28 23:11:09.560393,Resolved,73,14.86,446.1
2709,2,20,3,2022-09-02 03:44:16.560393,Resolved,123,0.0,27.66
2710,4,48,14,2023-09-15 03:59:44.560393,Resolved,60,3.76,110.39
2711,1,15,13,2022-05-01 10:43:25.560393,Closed,47,0.0,26.62
2712,3,27,9,2024-03-13 06:12:00.560393,Resolved,151,43.43,917.88
2713,1,31,5,2022-06-07 05:46:01.560393,Resolved,25,7.61,287.53
2714,1,29,11,2023-05-09 10:22:40.560393,Resolved,33,0.0,11.14
2715,1,32,6,2023-03-09 18:54:24.560393,Resolved,7,0.0,14.27
2716,1,2,15,2021-06-09 22:15:45.560393,Resolved,64,0.0,8.94
2717,1,30,9,2022-09-15 15:23:39.560393,Closed,38,0.0,12.8
2718,3,14,6,2025-07-04 05:14:30.560393,Closed,78,0.0,63.5
2719,5,35,8,2025-01-24 02:12:08.560393,Resolved,45,542.92,17409.03
2720,2,25,6,2021-01-20 15:59:58.560393,Resolved,49,0.0,39.62
2721,4,24,12,2023-09-16 06:21:08.560393,Resolved,172,0.0,29.48
2722,1,41,15,2023-08-14 15:50:47.560393,Resolved,96,0.0,13.53
2723,1,12,13,2022-10-13 15:31:49.560393,Resolved,45,0.0,29.74
2724,2,42,9,2023-06-20 06:48:13.560393,Resolved,21,0.0,18.96
2725,2,40,6,2024-01-29 05:01:57.560393,Resolved,731,37.11,700.63
2726,1,11,13,2023-11-26 15:01:01.560393,Closed,113,0.0,17.52
2727,1,30,2,2024-02-13 02:35:58.560393,Resolved,29,0.0,10.87
2728,1,9,1,2022-04-14 04:53:55.560393,Resolved,40,0.0,27.2
2729,3,18,14,2020-09-08 22:20:34.560393,Closed,252,141.15,1941.17
2730,1,5,13,2025-02-25 07:34:16.560393,Resolved,14,0.0,31.05
2731,2,50,9,2021-04-21 15:29:41.560393,Resolved,306,0.0,47.47
2732,1,44,8,2020-09-02 14:55:09.560393,Resolved,21,0.0,15.8
2733,3,8,6,2022-07-20 20:34:16.560393,Closed,3,18.45,143.17
2734,5,8,5,2024-06-15 23:08:17.560393,Resolved,135,113.84,2466.24
2735,2,12,8,2024-07-14 23:15:25.560393,Resolved,45,57.35,975.24
2736,5,43,12,2025-07-27 23:58:21.560393,Investigating,53,0.0,38.93
2737,1,17,11,2025-03-28 07:19:07.560393,Resolved,35,3.58,71.09
2738,1,9,8,2024-04-29 01:24:28.560393,Resolved,61,3.98,87.01
2739,1,34,11,2025-07-31 08:42:50.560393,Resolved,37,0.0,11.72
2740,4,17,1,2024-07-13 10:05:56.560393,Resolved,362,0.0,64.41
2741,1,37,3,2024-09-22 05:47:07.560393,Resolved,59,0.0,10.91
2742,4,21,13,2022-11-19 00:42:38.560393,Resolved,78,0.0,23.33
2743,2,11,12,2024-12-21 06:07:34.560393,Resolved,61,0.0,29.93
2744,2,2,13,2024-04-28 07:37:20.560393,Closed,131,43.31,2012.15
2745,3,46,12,2025-05-11 03:03:35.560393,Resolved,743,0.0,98.02
2746,5,11,15,2024-11-30 14:22:14.560393,Resolved,23,0.0,65.59
2747,1,13,14,2023-07-04 06:40:47.560393,Resolved,105,5.14,253.33
2748,1,18,6,2022-03-20 04:42:47.560393,Resolved,12,14.0,193.02
2749,2,45,15,2021-01-09 10:28:33.560393,Closed,80,0.0,15.49
2750,1,37,10,2021-07-11 20:10:24.560393,Resolved,60,10.22,192.69
2751,1,22,3,2025-02-16 15:00:54.560393,Resolved,15,0.0,12.31
2752,1,12,7,2022-08-14 08:03:59.560393,Closed,52,0.0,32.44
2753,1,32,8,2022-10-05 22:48:18.560393,Resolved,253,0.0,15.52
2754,1,16,15,2021-06-21 08:58:33.560393,Resolved,16,11.27,235.9
2755,2,41,8,2024-06-14 12:47:08.560393,Resolved,39,8.9,135.22
2756,2,8,15,2023-07-25 12:24:31.560393,Resolved,141,40.62,947.97
2757,2,13,6,2025-01-01 10:41:42.560393,Resolved,124,0.0,16.63
2758,5,26,13,2023-09-30 10:11:35.560393,Closed,229,147.16,2780.43
2759,1,31,15,2021-08-22 16:47:27.560393,Resolved,5,0.0,16.43
2760,1,21,3,2023-07-28 11:27:16.560393,Resolved,45,0.0,25.62
2761,1,18,4,2020-12-05 05:19:08.560393,Resolved,21,0.0,8.69
2762,1,15,9,2022-09-19 00:13:41.560393,Resolved,34,0.0,25.68
2763,2,20,9,2025-03-03 11:34:44.560393,Resolved,181,33.85,610.64
2764,2,44,15,2023-08-04 22:24:02.560393,Resolved,32,10.43,314.41
2765,5,34,9,2022-08-17 21:31:57.560393,Resolved,34,58.21,1564.65
2766,5,4,4,2023-03-03 06:56:56.560393,Closed,13,12.51,525.26
2767,1,23,12,2021-01-07 06:22:56.560393,Resolved,10,0.0,25.1
2768,1,11,15,2024-09-05 17:16:36.560393,Resolved,27,0.0,8.61
2769,1,19,6,2022-05-14 08:25:13.560393,Resolved,21,0.0,7.67
2770,1,41,13,2021-02-20 12:48:45.560393,Resolved,89,0.0,9.96
2771,1,35,4,2020-08-25 23:19:06.560393,Resolved,81,5.7,230.17
2772,5,29,15,2024-07-18 00:15:05.560393,Resolved,14,4.49,146.33
2773,2,33,6,2023-05-05 15:28:19.560393,Resolved,583,0.0,21.79
2774,3,13,8,2022-08-12 20:02:11.560393,Closed,54,19.84,507.77
2775,1,27,6,2024-08-30 12:18:15.560393,Resolved,38,8.06,101.77
2776,4,32,6,2022-10-26 04:59:01.560393,Resolved,67,24.51,625.61
2777,3,21,14,2023-03-23 14:44:01.560393,Closed,116,0.0,119.31
2778,5,23,12,2021-04-08 02:42:08.560393,Resolved,111,96.45,968.25
2779,2,27,9,2022-03-18 04:40:38.560393,Resolved,92,0.0,16.38
2780,3,36,6,2024-03-04 03:31:59.560393,Resolved,57,23.64,1247.27
2781,1,31,15,2024-08-14 17:54:04.560393,Resolved,20,0.0,23.43
2782,5,21,8,2024-04-07 22:37:43.560393,Closed,25,0.0,49.01
2783,2,44,9,2025-01-25 16:45:54.560393,Resolved,428,0.0,21.18
2784,1,35,9,2022-02-21 06:19:41.560393,Resolved,42,0.0,13.55
2785,1,42,1,2024-08-27 02:55:37.560393,Resolved,95,0.0,31.38
2786,1,29,5,2021-04-30 10:16:53.560393,Resolved,68,0.0,30.34
2787,3,8,13,2022-08-22 10:10:55.560393,Resolved,24,83.53,892.77
2788,2,14,12,2021-02-22 15:50:16.560393,Resolved,696,0.0,25.4
2789,1,28,5,2025-07-09 08:24:19.560393,Resolved,132,7.85,182.38
2790,2,14,12,2021-03-19 08:18:11.560393,Investigating,102,0.0,36.24
2791,2,23,11,2023-08-30 21:37:31.560393,Closed,263,25.42,647.53
2792,2,30,7,2021-04-13 19:11:49.560393,Resolved,115,16.5,165.78
2793,2,46,13,2021-12-19 03:48:00.560393,Resolved,69,28.4,233.36
2794,1,36,5,2021-03-22 06:27:49.560393,Resolved,21,5.78,205.0
2795,1,42,6,2021-05-08 03:33:08.560393,Resolved,43,0.0,25.69
2796,4,20,1,2021-04-06 21:26:13.560393,Resolved,103,229.05,16559.3
2797,3,29,2,2024-11-25 16:20:29.560393,Resolved,231,0.0,17.0
2798,4,41,11,2023-08-04 20:08:43.560393,Resolved,218,14.0,253.9
2799,2,26,15,2022-09-04 17:52:53.560393,Resolved,42,309.21,8505.98
2800,2,7,12,2022-11-16 20:05:57.560393,Closed,195,0.0,49.42
2801,3,29,14,2023-01-08 19:09:37.560393,Closed,94,46.61,1673.86
2802,5,49,1,2023-07-20 07:41:58.560393,Closed,119,22.84,269.08
2803,1,38,11,2024-07-20 10:08:53.560393,Closed,77,0.0,11.78
2804,3,42,2,2023-06-20 23:17:40.560393,Resolved,301,64.66,2044.99
2805,3,40,10,2024-09-29 04:59:42.560393,Resolved,39,38.71,592.35
2806,5,44,3,2024-08-27 10:37:15.560393,Resolved,31,44.42,904.15
2807,1,5,7,2022-09-25 23:14:06.560393,Resolved,28,0.0,30.88
2808,2,42,1,2023-08-23 14:43:21.560393,Resolved,37,37.84,1100.13
2809,3,46,13,2023-04-20 06:26:06.560393,Resolved,152,22.84,783.39
2810,5,19,5,2022-09-02 05:31:20.560393,Resolved,101,0.0,31.83
2811,1,38,8,2022-11-19 06:45:58.560393,Resolved,75,0.0,18.39
2812,5,16,9,2025-02-19 15:33:30.560393,Resolved,39,29.09,335.08
2813,1,35,10,2023-07-15 23:50:35.560393,Closed,58,0.0,14.52
2814,1,4,9,2022-08-04 18:14:56.560393,Closed,30,0.0,7.62
2815,1,39,10,2023-01-17 00:47:17.560393,Resolved,30,0.0,21.03
2816,1,20,8,2025-03-24 08:13:53.560393,Resolved,7,9.92,156.95
2817,2,29,6,2023-04-15 16:03:01.560393,Resolved,251,19.42,469.09
2818,1,46,14,2021-08-23 00:57:02.560393,Closed,26,0.0,10.9
2819,1,32,9,2021-10-22 09:56:59.560393,Closed,50,0.0,11.52
2820,4,48,6,2023-02-23 19:15:56.560393,Resolved,31,0.0,28.08
2821,1,46,11,2024-11-02 04:49:46.560393,Resolved,17,34.51,477.64
2822,2,22,4,2021-02-07 09:44:20.560393,Resolved,47,9.55,381.63
2823,3,37,8,2023-11-05 23:57:49.560393,Resolved,869,15.81,238.43
2824,1,19,6,2022-11-04 19:49:50.560393,Resolved,49,0.0,7.5
2825,2,17,5,2022-10-23 07:26:37.560393,Closed,85,0.0,15.24
2826,1,17,2,2022-07-06 10:15:51.560393,Resolved,18,10.46,202.77
2827,4,41,4,2022-05-11 01:17:36.560393,Resolved,546,0.0,56.07
2828,4,34,3,2024-06-26 10:48:44.560393,Resolved,144,12.12,539.43
2829,1,27,14,2025-06-09 09:38:02.560393,Resolved,41,0.0,28.35
2830,4,20,12,2024-08-04 00:16:16.560393,Resolved,407,6.26,380.74
2831,1,37,6,2022-08-10 16:20:03.560393,Resolved,39,0.0,12.99
2832,1,17,6,2023-11-12 06:04:24.560393,Resolved,26,2.52,32.93
2833,3,9,6,2020-10-19 03:10:38.560393,Resolved,113,13.27,350.02
2834,1,2,10,2023-07-18 12:06:15.560393,Resolved,30,13.94,209.79
2835,1,34,4,2024-10-02 04:44:10.560393,Resolved,152,0.0,7.39
2836,1,25,1,2025-02-26 02:30:22.560393,Resolved,32,2.7,183.84
2837,2,6,11,2024-06-24 23:54:11.560393,Resolved,87,142.15,1697.98
2838,1,9,10,2023-07-25 07:38:35.560393,Closed,13,2.27,130.68
2839,2,39,9,2025-07-25 14:15:12.560393,Closed,106,9.2,300.25
2840,5,40,6,2025-01-29 14:53:42.560393,Resolved,54,0.0,40.8
2841,1,45,1,2025-04-17 22:58:20.560393,Resolved,128,0.0,24.96
2842,1,24,1,2023-09-02 01:29:43.560393,Closed,10,59.07,965.33
2843,3,9,11,2023-10-09 14:09:06.560393,Resolved,453,0.0,93.1
2844,2,4,4,2022-11-15 02:35:06.560393,Resolved,34,0.0,30.91
2845,3,27,9,2023-10-26 22:24:48.560393,Resolved,20,9.88,97.07
2846,1,45,6,2024-01-17 07:31:31.560393,Investigating,135,0.0,11.66
2847,2,44,13,2024-01-28 19:42:41.560393,Resolved,193,15.79,215.69
2848,2,45,1,2024-09-14 15:37:40.560393,Resolved,32,11.05,263.14
2849,2,19,11,2023-09-20 20:32:35.560393,Resolved,1277,0.0,56.08
2850,2,32,6,2023-01-22 17:30:58.560393,Resolved,95,0.0,25.75
2851,2,15,12,2023-07-18 11:38:05.560393,Resolved,46,0.0,47.69
2852,2,8,7,2021-08-04 07:51:40.560393,Closed,82,28.56,424.65
2853,3,13,1,2024-01-13 04:17:24.560393,Resolved,85,9.19,190.57
2854,2,16,2,2023-04-08 00:46:00.560393,Resolved,181,30.82,1220.32
2855,2,4,11,2021-05-28 23:56:35.560393,Resolved,72,0.0,26.59
2856,1,15,9,2020-08-12 10:43:32.560393,Resolved,173,0.0,8.06
2857,1,30,1,2025-01-06 01:40:41.560393,Resolved,15,0.0,20.37
2858,3,22,13,2020-10-10 07:57:33.560393,Closed,64,24.56,930.42
2859,1,46,8,2021-08-20 17:46:07.560393,Resolved,44,23.9,508.83
2860,3,5,6,2021-06-07 22:51:40.560393,Resolved,365,12.71,345.9
2861,5,13,15,2024-01-10 15:22:00.560393,Resolved,291,0.0,53.23
2862,2,11,13,2021-06-25 01:34:58.560393,Resolved,158,0.0,71.77
2863,2,41,9,2022-01-27 05:36:04.560393,Closed,125,0.0,34.43
